codigo_producto;sucursal;precio_venta;fecha_venta;nombe-producto;costo;Utilidad
Q;Atlanta;2198.48;domingo 12 de febrero de 2017;Suzuki;121590;-119391.52
N;Atlanta;39123.68;martes 12 de diciembre de 2017;BMW;366207;-327083.32
R;Atlanta;9470.44;viernes 10 de febrero de 2017;Seat;3396;6074.44
R;Atlanta;20670.85;martes 07 de febrero de 2017;Seat;3396;17274.85
C;Atlanta;33605.32;miércoles 01 de marzo de 2017;Ford;145385;-111779.68
C;Atlanta;35567.65;domingo 29 de octubre de 2017;Ford;145385;-109817.35
J;Atlanta;13560.9;jueves 14 de septiembre de 2017;Mitsubishi;362567;-349006.1
B;Atlanta;15443.07;jueves 22 de junio de 2017;Audi;506811;-491367.93
T;Atlanta;37172.1;sábado 21 de enero de 2017;Isuzu;288473;-251300.9
T;Atlanta;34225.09;martes 08 de agosto de 2017;Isuzu;288473;-254247.91
O;Atlanta;7810.77;jueves 06 de julio de 2017;Fiat;117711;-109900.23
N;Atlanta;7546.63;sábado 08 de abril de 2017;BMW;366207;-358660.37
K;Atlanta;20818.26;miércoles 13 de diciembre de 2017;Toyota;509328;-488509.74
G;Atlanta;42547.31;viernes 05 de mayo de 2017;Jeep;62985;-20437.69
N;Atlanta;49856.74;miércoles 05 de julio de 2017;BMW;366207;-316350.26
B;Atlanta;2315.59;sábado 08 de abril de 2017;Audi;506811;-504495.41
P;Atlanta;4167.85;miércoles 19 de abril de 2017;Volvo;579877;-575709.15
C;Atlanta;10187.31;sábado 20 de mayo de 2017;Ford;145385;-135197.69
Q;Atlanta;413.04;miércoles 07 de junio de 2017;Suzuki;121590;-121176.96
L;Atlanta;2378.3;viernes 14 de julio de 2017;Volkswagen;478975;-476596.7
L;Atlanta;37484.62;sábado 17 de junio de 2017;Volkswagen;478975;-441490.38
H;Atlanta;7783.44;miércoles 06 de diciembre de 2017;Renault;417019;-409235.56
D;Atlanta;31138.41;domingo 03 de diciembre de 2017;Jaguar;384724;-353585.59
I;Atlanta;37497.36;sábado 22 de abril de 2017;Hyundai;121889;-84391.64
P;Atlanta;45307.61;domingo 12 de noviembre de 2017;Volvo;579877;-534569.39
C;Atlanta;8487.08;sábado 16 de septiembre de 2017;Ford;145385;-136897.92
H;Atlanta;44553.87;lunes 16 de octubre de 2017;Renault;417019;-372465.13
P;Atlanta;19594.14;jueves 16 de marzo de 2017;Volvo;579877;-560282.86
I;Atlanta;37293.78;domingo 08 de enero de 2017;Hyundai;121889;-84595.22
F;Atlanta;11874.28;viernes 24 de noviembre de 2017;Citroen;361084;-349209.72
T;Atlanta;45831.4;miércoles 25 de octubre de 2017;Isuzu;288473;-242641.6
O;Atlanta;33270.86;miércoles 27 de diciembre de 2017;Fiat;117711;-84440.14
C;Atlanta;10492.22;sábado 08 de julio de 2017;Ford;145385;-134892.78
G;Atlanta;47625.37;domingo 22 de octubre de 2017;Jeep;62985;-15359.63
C;Atlanta;18676.62;domingo 04 de junio de 2017;Ford;145385;-126708.38
R;Atlanta;12710.61;sábado 09 de diciembre de 2017;Seat;3396;9314.61
L;Atlanta;9372.61;miércoles 02 de agosto de 2017;Volkswagen;478975;-469602.39
H;Atlanta;9520.11;miércoles 29 de marzo de 2017;Renault;417019;-407498.89
K;Atlanta;47196.69;sábado 09 de diciembre de 2017;Toyota;509328;-462131.31
Q;Atlanta;20821.55;jueves 20 de abril de 2017;Suzuki;121590;-100768.45
M;Atlanta;413.8;miércoles 02 de agosto de 2017;Mazda;327078;-326664.2
K;Atlanta;32285.45;viernes 24 de febrero de 2017;Toyota;509328;-477042.55
B;Atlanta;29789.56;sábado 05 de agosto de 2017;Audi;506811;-477021.44
P;Atlanta;2702.69;martes 24 de enero de 2017;Volvo;579877;-577174.31
S;Atlanta;31263.73;viernes 27 de enero de 2017;Peugeot;287741;-256477.27
P;Atlanta;13021.47;jueves 16 de febrero de 2017;Volvo;579877;-566855.53
O;Atlanta;23881.75;domingo 18 de junio de 2017;Fiat;117711;-93829.25
F;Atlanta;11060.8;sábado 29 de abril de 2017;Citroen;361084;-350023.2
A;Atlanta;15177.48;lunes 30 de octubre de 2017;Mercedes-Benz;665685;-650507.52
P;Atlanta;16476.8;viernes 11 de agosto de 2017;Volvo;579877;-563400.2
C;Atlanta;29181.95;miércoles 18 de enero de 2017;Ford;145385;-116203.05
O;Atlanta;42839.58;jueves 14 de diciembre de 2017;Fiat;117711;-74871.42
L;Atlanta;35439.08;sábado 04 de noviembre de 2017;Volkswagen;478975;-443535.92
Q;Atlanta;14939.54;jueves 08 de junio de 2017;Suzuki;121590;-106650.46
C;Atlanta;36286.94;martes 11 de julio de 2017;Ford;145385;-109098.06
M;Atlanta;7904.05;jueves 09 de marzo de 2017;Mazda;327078;-319173.95
C;Atlanta;26352.88;martes 11 de abril de 2017;Ford;145385;-119032.12
A;Atlanta;28173.01;martes 10 de enero de 2017;Mercedes-Benz;665685;-637511.99
B;Atlanta;47615.29;miércoles 12 de abril de 2017;Audi;506811;-459195.71
U;Atlanta;40112.07;sábado 29 de julio de 2017;Nissan;56659;-16546.93
B;Atlanta;16022.76;lunes 24 de abril de 2017;Audi;506811;-490788.24
B;Atlanta;9967.04;martes 13 de junio de 2017;Audi;506811;-496843.96
L;Atlanta;4541.99;jueves 23 de febrero de 2017;Volkswagen;478975;-474433.01
B;Atlanta;22348.37;miércoles 04 de octubre de 2017;Audi;506811;-484462.63
J;Atlanta;18969.06;domingo 02 de julio de 2017;Mitsubishi;362567;-343597.94
M;Atlanta;19794.41;viernes 12 de mayo de 2017;Mazda;327078;-307283.59
U;Atlanta;26141.46;domingo 12 de marzo de 2017;Nissan;56659;-30517.54
A;Atlanta;45149.57;sábado 09 de septiembre de 2017;Mercedes-Benz;665685;-620535.43
D;Atlanta;25234.94;lunes 05 de junio de 2017;Jaguar;384724;-359489.06
U;Atlanta;17760.43;miércoles 20 de septiembre de 2017;Nissan;56659;-38898.57
C;Atlanta;14737.58;miércoles 13 de septiembre de 2017;Ford;145385;-130647.42
A;Atlanta;23477.31;sábado 18 de febrero de 2017;Mercedes-Benz;665685;-642207.69
E;Atlanta;35305.11;sábado 23 de diciembre de 2017;Kia;526617;-491311.89
A;Atlanta;24055.08;miércoles 09 de agosto de 2017;Mercedes-Benz;665685;-641629.92
P;Atlanta;22158.75;martes 17 de octubre de 2017;Volvo;579877;-557718.25
R;Atlanta;46850.27;domingo 22 de octubre de 2017;Seat;3396;43454.27
H;Atlanta;18125.53;martes 18 de abril de 2017;Renault;417019;-398893.47
I;Atlanta;28496.14;jueves 16 de marzo de 2017;Hyundai;121889;-93392.86
F;Atlanta;20195.84;martes 05 de septiembre de 2017;Citroen;361084;-340888.16
O;Atlanta;8113.12;miércoles 14 de junio de 2017;Fiat;117711;-109597.88
N;Atlanta;23997.82;miércoles 22 de noviembre de 2017;BMW;366207;-342209.18
N;Atlanta;28611.58;martes 10 de octubre de 2017;BMW;366207;-337595.42
B;Atlanta;19501.69;miércoles 18 de octubre de 2017;Audi;506811;-487309.31
S;Atlanta;21592.3;sábado 22 de julio de 2017;Peugeot;287741;-266148.7
H;Atlanta;16766.22;viernes 04 de agosto de 2017;Renault;417019;-400252.78
C;Atlanta;2820.73;domingo 14 de mayo de 2017;Ford;145385;-142564.27
H;Atlanta;45947.9;lunes 30 de enero de 2017;Renault;417019;-371071.1
G;Atlanta;11069.02;martes 19 de diciembre de 2017;Jeep;62985;-51915.98
E;Atlanta;42902.61;miércoles 22 de febrero de 2017;Kia;526617;-483714.39
G;Atlanta;26592.36;lunes 18 de diciembre de 2017;Jeep;62985;-36392.64
L;Atlanta;1829.05;viernes 21 de abril de 2017;Volkswagen;478975;-477145.95
L;Atlanta;48479.53;sábado 21 de enero de 2017;Volkswagen;478975;-430495.47
O;Atlanta;11158.23;martes 09 de mayo de 2017;Fiat;117711;-106552.77
C;Atlanta;32678.5;jueves 12 de octubre de 2017;Ford;145385;-112706.5
M;Atlanta;40914.4;lunes 13 de febrero de 2017;Mazda;327078;-286163.6
C;Atlanta;25959.53;martes 06 de junio de 2017;Ford;145385;-119425.47
S;Atlanta;9976.61;viernes 14 de julio de 2017;Peugeot;287741;-277764.39
T;Atlanta;48477.62;lunes 13 de marzo de 2017;Isuzu;288473;-239995.38
R;Atlanta;13483.05;jueves 14 de diciembre de 2017;Seat;3396;10087.05
J;Atlanta;36783.15;martes 07 de marzo de 2017;Mitsubishi;362567;-325783.85
A;Atlanta;43740.32;jueves 09 de marzo de 2017;Mercedes-Benz;665685;-621944.68
D;Atlanta;45581.81;viernes 20 de enero de 2017;Jaguar;384724;-339142.19
N;Atlanta;27269.96;miércoles 17 de mayo de 2017;BMW;366207;-338937.04
P;Atlanta;37100.89;viernes 11 de agosto de 2017;Volvo;579877;-542776.11
N;Atlanta;42105.91;lunes 23 de enero de 2017;BMW;366207;-324101.09
E;Atlanta;26523.58;domingo 14 de mayo de 2017;Kia;526617;-500093.42
U;Atlanta;8495.32;domingo 03 de septiembre de 2017;Nissan;56659;-48163.68
K;Atlanta;26368.76;miércoles 14 de junio de 2017;Toyota;509328;-482959.24
D;Atlanta;22927.36;jueves 29 de junio de 2017;Jaguar;384724;-361796.64
J;Baltimore;48604.71;lunes 13 de noviembre de 2017;Mitsubishi;362567;-313962.29
J;Baltimore;7388.32;jueves 22 de junio de 2017;Mitsubishi;362567;-355178.68
M;Baltimore;1554.64;lunes 11 de septiembre de 2017;Mazda;327078;-325523.36
E;Baltimore;8928.38;martes 11 de abril de 2017;Kia;526617;-517688.62
D;Baltimore;11660.7;miércoles 12 de julio de 2017;Jaguar;384724;-373063.3
B;Baltimore;2738.04;lunes 26 de junio de 2017;Audi;506811;-504072.96
G;Baltimore;43414.16;lunes 02 de octubre de 2017;Jeep;62985;-19570.84
A;Baltimore;25333.96;lunes 29 de mayo de 2017;Mercedes-Benz;665685;-640351.04
K;Baltimore;644.67;martes 22 de agosto de 2017;Toyota;509328;-508683.33
Q;Baltimore;13205;jueves 05 de octubre de 2017;Suzuki;121590;-108385
J;Baltimore;1613.03;sábado 14 de octubre de 2017;Mitsubishi;362567;-360953.97
S;Baltimore;46813.73;lunes 25 de septiembre de 2017;Peugeot;287741;-240927.27
T;Baltimore;17779.63;lunes 15 de mayo de 2017;Isuzu;288473;-270693.37
I;Baltimore;39472.03;viernes 20 de enero de 2017;Hyundai;121889;-82416.97
D;Baltimore;49033.14;martes 07 de noviembre de 2017;Jaguar;384724;-335690.86
Q;Baltimore;23785.04;martes 18 de abril de 2017;Suzuki;121590;-97804.96
O;Baltimore;10140.39;jueves 21 de septiembre de 2017;Fiat;117711;-107570.61
H;Baltimore;41689.57;domingo 09 de julio de 2017;Renault;417019;-375329.43
T;Baltimore;27549.42;viernes 23 de junio de 2017;Isuzu;288473;-260923.58
O;Baltimore;12753.66;viernes 17 de febrero de 2017;Fiat;117711;-104957.34
S;Baltimore;5854.31;martes 14 de marzo de 2017;Peugeot;287741;-281886.69
B;Baltimore;36959.77;miércoles 13 de diciembre de 2017;Audi;506811;-469851.23
R;Baltimore;3280.56;martes 17 de octubre de 2017;Seat;3396;-115.44
R;Baltimore;9882.84;viernes 09 de junio de 2017;Seat;3396;6486.84
F;Baltimore;35387.86;sábado 18 de febrero de 2017;Citroen;361084;-325696.14
P;Baltimore;43781.79;martes 19 de diciembre de 2017;Volvo;579877;-536095.21
F;Baltimore;6809.9;martes 15 de agosto de 2017;Citroen;361084;-354274.1
N;Baltimore;3048.09;jueves 18 de mayo de 2017;BMW;366207;-363158.91
K;Baltimore;26828.65;domingo 09 de julio de 2017;Toyota;509328;-482499.35
K;Baltimore;27706.38;jueves 16 de noviembre de 2017;Toyota;509328;-481621.62
E;Baltimore;43264.7;jueves 02 de noviembre de 2017;Kia;526617;-483352.3
J;Baltimore;5640.51;jueves 23 de febrero de 2017;Mitsubishi;362567;-356926.49
E;Baltimore;41028.23;martes 24 de octubre de 2017;Kia;526617;-485588.77
M;Baltimore;35938.76;domingo 21 de mayo de 2017;Mazda;327078;-291139.24
T;Baltimore;29864.42;sábado 01 de abril de 2017;Isuzu;288473;-258608.58
G;Baltimore;33195.3;domingo 18 de junio de 2017;Jeep;62985;-29789.7
Q;Baltimore;21741.76;domingo 30 de abril de 2017;Suzuki;121590;-99848.24
O;Baltimore;29585.39;viernes 27 de enero de 2017;Fiat;117711;-88125.61
L;Baltimore;3167.81;miércoles 06 de septiembre de 2017;Volkswagen;478975;-475807.19
I;Baltimore;37217.42;jueves 27 de abril de 2017;Hyundai;121889;-84671.58
L;Baltimore;33041.34;miércoles 01 de febrero de 2017;Volkswagen;478975;-445933.66
K;Baltimore;44263.09;viernes 10 de febrero de 2017;Toyota;509328;-465064.91
R;Baltimore;8859.86;jueves 19 de octubre de 2017;Seat;3396;5463.86
N;Baltimore;12083.62;domingo 28 de mayo de 2017;BMW;366207;-354123.38
C;Baltimore;21415.19;viernes 10 de febrero de 2017;Ford;145385;-123969.81
S;Baltimore;22885.44;jueves 23 de noviembre de 2017;Peugeot;287741;-264855.56
P;Baltimore;29017;sábado 25 de marzo de 2017;Volvo;579877;-550860
I;Baltimore;14140.61;lunes 22 de mayo de 2017;Hyundai;121889;-107748.39
P;Baltimore;47125.82;miércoles 02 de agosto de 2017;Volvo;579877;-532751.18
E;Baltimore;11069.26;miércoles 05 de julio de 2017;Kia;526617;-515547.74
D;Baltimore;43420.2;sábado 21 de enero de 2017;Jaguar;384724;-341303.8
T;Baltimore;24446.12;martes 02 de mayo de 2017;Isuzu;288473;-264026.88
O;Baltimore;48774.81;viernes 20 de octubre de 2017;Fiat;117711;-68936.19
A;Baltimore;17488.72;domingo 16 de julio de 2017;Mercedes-Benz;665685;-648196.28
M;Baltimore;6627.41;miércoles 12 de julio de 2017;Mazda;327078;-320450.59
R;Baltimore;46178.37;sábado 22 de julio de 2017;Seat;3396;42782.37
N;Baltimore;17227.62;viernes 07 de julio de 2017;BMW;366207;-348979.38
J;Baltimore;3975.65;viernes 17 de marzo de 2017;Mitsubishi;362567;-358591.35
B;Baltimore;43989.35;domingo 03 de diciembre de 2017;Audi;506811;-462821.65
O;Baltimore;37913.16;lunes 20 de marzo de 2017;Fiat;117711;-79797.84
N;Baltimore;41289.4;miércoles 01 de febrero de 2017;BMW;366207;-324917.6
M;Baltimore;28123.61;lunes 18 de septiembre de 2017;Mazda;327078;-298954.39
G;Baltimore;42509.85;viernes 02 de junio de 2017;Jeep;62985;-20475.15
C;Baltimore;27194.75;viernes 25 de agosto de 2017;Ford;145385;-118190.25
P;Baltimore;39123.45;martes 17 de enero de 2017;Volvo;579877;-540753.55
D;Baltimore;36776.29;viernes 28 de julio de 2017;Jaguar;384724;-347947.71
F;Baltimore;3051.71;sábado 28 de enero de 2017;Citroen;361084;-358032.29
B;Baltimore;37217.99;martes 14 de noviembre de 2017;Audi;506811;-469593.01
S;Baltimore;31691.06;viernes 16 de junio de 2017;Peugeot;287741;-256049.94
P;Baltimore;38486.98;domingo 30 de abril de 2017;Volvo;579877;-541390.02
E;Baltimore;24422.6;miércoles 06 de septiembre de 2017;Kia;526617;-502194.4
C;Baltimore;6214.67;domingo 14 de mayo de 2017;Ford;145385;-139170.33
N;Baltimore;39238.12;domingo 26 de noviembre de 2017;BMW;366207;-326968.88
B;Baltimore;43256.71;miércoles 04 de octubre de 2017;Audi;506811;-463554.29
G;Baltimore;46025.93;viernes 07 de abril de 2017;Jeep;62985;-16959.07
D;Baltimore;32108.67;sábado 14 de octubre de 2017;Jaguar;384724;-352615.33
J;Baltimore;44998.63;sábado 17 de junio de 2017;Mitsubishi;362567;-317568.37
Q;Baltimore;9085.34;lunes 20 de noviembre de 2017;Suzuki;121590;-112504.66
F;Baltimore;41888.94;jueves 28 de diciembre de 2017;Citroen;361084;-319195.06
I;Baltimore;47208.55;viernes 07 de julio de 2017;Hyundai;121889;-74680.45
K;Baltimore;25190.22;lunes 11 de diciembre de 2017;Toyota;509328;-484137.78
F;Baltimore;1802.68;miércoles 14 de junio de 2017;Citroen;361084;-359281.32
O;Baltimore;2409.07;miércoles 27 de diciembre de 2017;Fiat;117711;-115301.93
K;Baltimore;40919.01;martes 22 de agosto de 2017;Toyota;509328;-468408.99
C;Baltimore;48213.66;domingo 23 de julio de 2017;Ford;145385;-97171.34
G;Baltimore;27727.42;lunes 30 de enero de 2017;Jeep;62985;-35257.58
F;Baltimore;230.71;domingo 30 de julio de 2017;Citroen;361084;-360853.29
I;Baltimore;49057.31;miércoles 28 de junio de 2017;Hyundai;121889;-72831.69
A;Baltimore;5869.37;viernes 17 de marzo de 2017;Mercedes-Benz;665685;-659815.63
D;Baltimore;30286.17;sábado 08 de julio de 2017;Jaguar;384724;-354437.83
C;Baltimore;48570.14;martes 14 de marzo de 2017;Ford;145385;-96814.86
G;Baltimore;33970.31;sábado 11 de noviembre de 2017;Jeep;62985;-29014.69
T;Baltimore;34337.22;sábado 07 de enero de 2017;Isuzu;288473;-254135.78
H;Baltimore;37010.14;lunes 06 de noviembre de 2017;Renault;417019;-380008.86
I;Baltimore;40163.52;sábado 23 de diciembre de 2017;Hyundai;121889;-81725.48
K;Baltimore;48886.54;lunes 16 de octubre de 2017;Toyota;509328;-460441.46
Q;Baltimore;41965.06;miércoles 30 de agosto de 2017;Suzuki;121590;-79624.94
D;Baltimore;12162.65;jueves 13 de julio de 2017;Jaguar;384724;-372561.35
N;Baltimore;41755.52;viernes 14 de abril de 2017;BMW;366207;-324451.48
Q;Baltimore;34204.31;jueves 18 de mayo de 2017;Suzuki;121590;-87385.69
H;Baltimore;13353.3;sábado 02 de septiembre de 2017;Renault;417019;-403665.7
P;Baltimore;3542.17;domingo 09 de julio de 2017;Volvo;579877;-576334.83
Q;Baltimore;22008.45;domingo 22 de enero de 2017;Suzuki;121590;-99581.55
L;Baltimore;42806.1;domingo 05 de noviembre de 2017;Volkswagen;478975;-436168.9
A;Baltimore;13983.91;jueves 01 de junio de 2017;Mercedes-Benz;665685;-651701.09
T;Baltimore;8137.25;jueves 19 de enero de 2017;Isuzu;288473;-280335.75
T;Baltimore;14922.8;lunes 11 de septiembre de 2017;Isuzu;288473;-273550.2
C;Baltimore;35992.51;lunes 06 de marzo de 2017;Ford;145385;-109392.49
G;Baltimore;2610.05;lunes 21 de agosto de 2017;Jeep;62985;-60374.95
G;Baltimore;2980.42;viernes 03 de noviembre de 2017;Jeep;62985;-60004.58
A;Baltimore;9995.38;viernes 03 de febrero de 2017;Mercedes-Benz;665685;-655689.62
G;Baltimore;14651.09;viernes 29 de septiembre de 2017;Jeep;62985;-48333.91
R;Baltimore;7808.53;martes 24 de enero de 2017;Seat;3396;4412.53
A;Baltimore;23530.2;viernes 14 de abril de 2017;Mercedes-Benz;665685;-642154.8
B;Baltimore;45269.18;martes 14 de marzo de 2017;Audi;506811;-461541.82
F;Baltimore;16430.14;martes 21 de noviembre de 2017;Citroen;361084;-344653.86
J;Baltimore;42599.65;sábado 27 de mayo de 2017;Mitsubishi;362567;-319967.35
T;Baltimore;28471.58;viernes 29 de diciembre de 2017;Isuzu;288473;-260001.42
E;Baltimore;38619;jueves 16 de marzo de 2017;Kia;526617;-487998
R;Baltimore;10714.8;lunes 23 de octubre de 2017;Seat;3396;7318.8
S;Baltimore;14869.75;sábado 04 de noviembre de 2017;Peugeot;287741;-272871.25
A;Baltimore;39485.6;miércoles 13 de septiembre de 2017;Mercedes-Benz;665685;-626199.4
O;Baltimore;36879.82;sábado 06 de mayo de 2017;Fiat;117711;-80831.18
F;Baltimore;42710.37;domingo 19 de febrero de 2017;Citroen;361084;-318373.63
Q;Baltimore;11866.02;jueves 02 de febrero de 2017;Suzuki;121590;-109723.98
T;Baltimore;1719.68;miércoles 05 de abril de 2017;Isuzu;288473;-286753.32
M;Baltimore;12815.28;martes 11 de abril de 2017;Mazda;327078;-314262.72
E;Baltimore;27184.3;viernes 24 de noviembre de 2017;Kia;526617;-499432.7
N;Baltimore;48534.94;viernes 19 de mayo de 2017;BMW;366207;-317672.06
F;Baltimore;47926.15;miércoles 11 de enero de 2017;Citroen;361084;-313157.85
L;Baltimore;47482.94;lunes 20 de febrero de 2017;Volkswagen;478975;-431492.06
S;Baltimore;49801.03;sábado 02 de septiembre de 2017;Peugeot;287741;-237939.97
E;Baltimore;14863.54;viernes 03 de marzo de 2017;Kia;526617;-511753.46
O;Baltimore;26560.85;lunes 22 de mayo de 2017;Fiat;117711;-91150.15
G;Baltimore;40258.6;jueves 27 de julio de 2017;Jeep;62985;-22726.4
R;Baltimore;32088.14;lunes 06 de noviembre de 2017;Seat;3396;28692.14
T;Baltimore;21010.98;jueves 25 de mayo de 2017;Isuzu;288473;-267462.02
I;Baltimore;47453.64;miércoles 01 de marzo de 2017;Hyundai;121889;-74435.36
A;Baltimore;35966.54;miércoles 22 de noviembre de 2017;Mercedes-Benz;665685;-629718.46
D;Baltimore;39569.37;sábado 06 de mayo de 2017;Jaguar;384724;-345154.63
N;Baltimore;30837.18;viernes 29 de septiembre de 2017;BMW;366207;-335369.82
D;Baltimore;44879.58;jueves 09 de noviembre de 2017;Jaguar;384724;-339844.42
L;Baltimore;18355.91;lunes 27 de marzo de 2017;Volkswagen;478975;-460619.09
N;Baltimore;21315.31;miércoles 04 de enero de 2017;BMW;366207;-344891.69
R;Baltimore;47013.34;miércoles 22 de noviembre de 2017;Seat;3396;43617.34
N;Baltimore;12767.83;martes 17 de enero de 2017;BMW;366207;-353439.17
R;Baltimore;29713.65;martes 01 de agosto de 2017;Seat;3396;26317.65
N;Baltimore;39736.04;martes 25 de abril de 2017;BMW;366207;-326470.96
K;Baltimore;28170.26;sábado 18 de marzo de 2017;Toyota;509328;-481157.74
O;Baltimore;33379.65;miércoles 20 de septiembre de 2017;Fiat;117711;-84331.35
D;Baltimore;41042.39;jueves 28 de septiembre de 2017;Jaguar;384724;-343681.61
S;Baltimore;16037.59;jueves 30 de marzo de 2017;Peugeot;287741;-271703.41
I;Baltimore;31546.99;martes 14 de marzo de 2017;Hyundai;121889;-90342.01
L;Baltimore;44479.44;sábado 04 de marzo de 2017;Volkswagen;478975;-434495.56
B;Baltimore;5538.88;viernes 17 de marzo de 2017;Audi;506811;-501272.12
A;Baltimore;26609.46;miércoles 29 de noviembre de 2017;Mercedes-Benz;665685;-639075.54
S;Baltimore;20403.12;sábado 27 de mayo de 2017;Peugeot;287741;-267337.88
J;Baltimore;31732.76;martes 21 de febrero de 2017;Mitsubishi;362567;-330834.24
J;Baltimore;47895.27;martes 09 de mayo de 2017;Mitsubishi;362567;-314671.73
L;Baltimore;27689.08;jueves 16 de marzo de 2017;Volkswagen;478975;-451285.92
E;Baltimore;16458.57;miércoles 05 de abril de 2017;Kia;526617;-510158.43
N;Baltimore;9693.44;lunes 04 de septiembre de 2017;BMW;366207;-356513.56
E;Baltimore;28223.89;martes 28 de marzo de 2017;Kia;526617;-498393.11
B;Baltimore;9096.85;domingo 07 de mayo de 2017;Audi;506811;-497714.15
A;Baltimore;41660.32;lunes 02 de enero de 2017;Mercedes-Benz;665685;-624024.68
O;Baltimore;5905.65;miércoles 18 de octubre de 2017;Fiat;117711;-111805.35
D;Baltimore;48645.35;lunes 06 de noviembre de 2017;Jaguar;384724;-336078.65
F;Baltimore;7866.52;martes 08 de agosto de 2017;Citroen;361084;-353217.48
H;Baltimore;7635.24;viernes 29 de diciembre de 2017;Renault;417019;-409383.76
M;Baltimore;44267.4;lunes 23 de enero de 2017;Mazda;327078;-282810.6
E;Baltimore;8919;viernes 14 de abril de 2017;Kia;526617;-517698
D;Baltimore;1582.36;martes 18 de abril de 2017;Jaguar;384724;-383141.64
A;Baltimore;15674.65;viernes 04 de agosto de 2017;Mercedes-Benz;665685;-650010.35
E;Baltimore;46528.85;jueves 16 de febrero de 2017;Kia;526617;-480088.15
R;Baltimore;37723.74;martes 07 de marzo de 2017;Seat;3396;34327.74
U;Baltimore;17553.37;domingo 07 de mayo de 2017;Nissan;56659;-39105.63
T;Baltimore;32414.77;miércoles 25 de octubre de 2017;Isuzu;288473;-256058.23
C;Baltimore;4283.76;miércoles 12 de julio de 2017;Ford;145385;-141101.24
P;Baltimore;23348.73;jueves 13 de julio de 2017;Volvo;579877;-556528.27
R;Baltimore;19499.83;jueves 08 de junio de 2017;Seat;3396;16103.83
D;Baltimore;22286.05;domingo 14 de mayo de 2017;Jaguar;384724;-362437.95
E;Baltimore;14912.01;viernes 08 de septiembre de 2017;Kia;526617;-511704.99
T;Baltimore;28396.85;lunes 30 de enero de 2017;Isuzu;288473;-260076.15
K;Baltimore;28199.69;sábado 11 de marzo de 2017;Toyota;509328;-481128.31
T;Baltimore;31588.46;domingo 15 de octubre de 2017;Isuzu;288473;-256884.54
T;Baltimore;48422.16;viernes 02 de junio de 2017;Isuzu;288473;-240050.84
G;Baltimore;23568.01;miércoles 04 de octubre de 2017;Jeep;62985;-39416.99
Q;Baltimore;10909.5;viernes 16 de junio de 2017;Suzuki;121590;-110680.5
S;Baltimore;39758.47;lunes 29 de mayo de 2017;Peugeot;287741;-247982.53
E;Baltimore;17573.38;jueves 21 de diciembre de 2017;Kia;526617;-509043.62
N;Baltimore;4531.09;sábado 12 de agosto de 2017;BMW;366207;-361675.91
P;Baltimore;18871.83;miércoles 16 de agosto de 2017;Volvo;579877;-561005.17
H;Baltimore;47396.12;miércoles 01 de febrero de 2017;Renault;417019;-369622.88
S;Baltimore;16061.18;martes 18 de julio de 2017;Peugeot;287741;-271679.82
G;Baltimore;20209.67;jueves 19 de octubre de 2017;Jeep;62985;-42775.33
T;Baltimore;46478.26;miércoles 10 de mayo de 2017;Isuzu;288473;-241994.74
O;Baltimore;26512.21;miércoles 25 de enero de 2017;Fiat;117711;-91198.79
J;Baltimore;39590.99;lunes 12 de junio de 2017;Mitsubishi;362567;-322976.01
J;Baltimore;43453.3;sábado 04 de noviembre de 2017;Mitsubishi;362567;-319113.7
R;Baltimore;16985.74;lunes 11 de septiembre de 2017;Seat;3396;13589.74
U;Baltimore;13287.2;lunes 06 de marzo de 2017;Nissan;56659;-43371.8
F;Baltimore;41547.92;domingo 26 de marzo de 2017;Citroen;361084;-319536.08
H;Baltimore;1134.9;domingo 14 de mayo de 2017;Renault;417019;-415884.1
N;Baltimore;18947.97;miércoles 27 de septiembre de 2017;BMW;366207;-347259.03
F;Baltimore;5209.49;domingo 17 de diciembre de 2017;Citroen;361084;-355874.51
G;Baltimore;10994.07;viernes 13 de enero de 2017;Jeep;62985;-51990.93
P;Baltimore;25127.46;martes 03 de octubre de 2017;Volvo;579877;-554749.54
E;Baltimore;35912.7;martes 20 de junio de 2017;Kia;526617;-490704.3
E;Baltimore;49493.39;lunes 18 de diciembre de 2017;Kia;526617;-477123.61
U;Baltimore;49628.75;domingo 18 de junio de 2017;Nissan;56659;-7030.25
F;Baltimore;41019.35;sábado 16 de septiembre de 2017;Citroen;361084;-320064.65
K;Baltimore;28997.2;sábado 18 de noviembre de 2017;Toyota;509328;-480330.8
C;Baltimore;45007.07;miércoles 19 de julio de 2017;Ford;145385;-100377.93
T;Baltimore;37954.35;domingo 17 de septiembre de 2017;Isuzu;288473;-250518.65
K;Baltimore;10662.79;viernes 25 de agosto de 2017;Toyota;509328;-498665.21
U;Baltimore;34000.05;martes 10 de enero de 2017;Nissan;56659;-22658.95
A;Baltimore;1628.35;sábado 21 de octubre de 2017;Mercedes-Benz;665685;-664056.65
P;Baltimore;28415.89;lunes 09 de enero de 2017;Volvo;579877;-551461.11
T;Baltimore;44586.17;lunes 13 de noviembre de 2017;Isuzu;288473;-243886.83
J;Baltimore;10851.4;domingo 02 de julio de 2017;Mitsubishi;362567;-351715.6
S;Baltimore;29741.38;lunes 26 de junio de 2017;Peugeot;287741;-257999.62
